,CustID,Zip_Code,Gender,Income_(per/month),Education,Age,Profession,Gourment_affinity,Cooking_affinity,Travel_affinity,social_media_affinity,qsr_visits,competitor_visits,food_apps,premium_customer_flag,non_premium_customers,premium_customer_model_probability,non_premium_customer_model_probability,Customer_Classification,Potential_Non_potential_customer_classification
488,489,401101,Male,139782,Post Doctoral Degree,39,Product_Manager,0,0,1,1,30,1,0,1,0,0.63,0.34,Non_Potential_Customer,Prospect_Non_Potential_Customer
489,490,401101,Male,30233,Post Doctoral Degree,58,Investment Banker,1,0,1,1,30,29,1,0,1,0.32,0.76,Non_Premium_Customer,Prospect_Potential_Customer
490,491,401208,Female,147965,Master's Degree,44,Investment Banker,1,1,0,1,11,3,1,0,1,0.42,0.65,Non_Premium_Customer,Prospect_Potential_Customer
491,492,401208,Male,123789,Master's Degree,51,Full_Stack_Software_Developer,1,0,1,0,16,18,0,0,1,0.35,0.5,Non_Premium_Customer,Prospect_Potential_Customer
492,493,401208,Female,131716,Bachelor's Degree,51,Data_Scientist,0,1,0,1,22,5,0,1,0,0.45,0.43,Non_Potential_Customer,Prospect_Non_Potential_Customer
493,494,401208,Male,126305,Bachelor's Degree,29,Data_Scientist,0,1,0,0,22,3,0,1,0,0.66,0.56,Potential_Customer,Prospect_Potential_Customer
494,495,401208,Female,148956,Bachelor's Degree,34,Product_Manager,1,0,0,1,19,24,0,0,1,0.7,0.3,Premium_Customer,Prospect_Potential_Customer
495,496,401208,Female,191290,Post Doctoral Degree,47,Management_Consultant,1,1,1,0,19,21,1,0,1,0.58,0.54,Non_Premium_Customer,Prospect_Potential_Customer
496,497,401208,Female,67313,Bachelor's Degree,58,Product_Manager,0,0,1,1,5,8,1,0,1,0.68,0.39,Premium_Customer,Prospect_Potential_Customer
497,498,401208,Male,184573,Master's Degree,46,Product_Manager,0,1,0,0,9,13,0,0,1,0.43,0.62,Non_Premium_Customer,Prospect_Potential_Customer
498,499,401208,Male,149985,Bachelor's Degree,60,Blockchain_Developer,0,1,0,0,19,26,0,0,1,0.48,0.57,Non_Premium_Customer,Prospect_Potential_Customer
499,500,401208,Male,111870,Post Doctoral Degree,36,Machine_Learning_Expert,0,1,0,0,27,19,0,0,1,0.31,0.6,Non_Premium_Customer,Prospect_Potential_Customer
500,501,410210,Female,105134,Master's Degree,41,Management_Consultant,0,0,0,1,7,7,1,0,1,0.61,0.45,Non_Potential_Customer,Prospect_Non_Potential_Customer
501,502,410210,Male,78771,Post Doctoral Degree,48,Full_Stack_Software_Developer,1,0,1,0,27,15,1,0,1,0.28,0.38,Non_Potential_Customer,Prospect_Non_Potential_Customer
502,503,410210,Male,196080,Post Doctoral Degree,49,Blockchain_Developer,0,0,0,1,7,23,1,1,0,0.58,0.36,Non_Potential_Customer,Prospect_Non_Potential_Customer
503,504,410210,Male,40302,Post Doctoral Degree,32,Corporate_Lawyer,0,0,0,1,9,20,0,0,1,0.57,0.59,Non_Premium_Customer,Prospect_Potential_Customer
504,505,410210,Female,154288,Bachelor's Degree,37,Investment Banker,1,0,0,1,3,15,0,1,0,0.46,0.39,Non_Potential_Customer,Prospect_Non_Potential_Customer
505,506,410210,Male,105068,Post Doctoral Degree,36,Management_Consultant,1,0,0,0,4,25,1,0,1,0.63,0.31,Non_Potential_Customer,Prospect_Non_Potential_Customer
506,507,410210,Male,132751,Bachelor's Degree,25,Blockchain_Developer,0,0,0,1,27,7,1,0,1,0.3,0.56,Non_Premium_Customer,Prospect_Potential_Customer
507,508,410210,Female,164906,Master's Degree,35,Product_Manager,1,1,1,1,21,15,1,1,0,0.24,0.62,Non_Premium_Customer,Prospect_Potential_Customer
508,509,410210,Male,155107,Post Doctoral Degree,34,Data_Scientist,0,1,0,1,19,13,1,0,1,0.73,0.67,Potential_Customer,Prospect_Potential_Customer
509,510,410210,Male,192830,Bachelor's Degree,35,Full_Stack_Software_Developer,1,0,0,0,8,4,1,1,0,0.8,0.4,Premium_Customer,Prospect_Potential_Customer
510,511,410218,Male,188070,Bachelor's Degree,46,Management_Consultant,0,1,0,0,28,17,1,0,1,0.45,0.45,Non_Potential_Customer,Prospect_Non_Potential_Customer
511,512,410218,Female,89591,Master's Degree,30,Investment Banker,1,1,1,1,6,11,1,1,0,0.56,0.46,Non_Potential_Customer,Prospect_Non_Potential_Customer
512,513,410218,Male,156953,Bachelor's Degree,50,Investment Banker,1,1,1,1,28,3,1,0,1,0.43,0.64,Non_Premium_Customer,Prospect_Potential_Customer
513,514,410218,Female,106808,Bachelor's Degree,50,Product_Manager,1,0,1,0,4,10,1,1,0,0.4,0.39,Non_Potential_Customer,Prospect_Non_Potential_Customer
514,515,410218,Female,57552,Post Doctoral Degree,33,Investment Banker,1,1,0,1,21,29,1,1,0,0.5,0.7,Non_Premium_Customer,Prospect_Potential_Customer
515,516,410218,Female,143604,Master's Degree,52,Blockchain_Developer,1,1,1,1,11,5,0,0,1,0.34,0.55,Non_Premium_Customer,Prospect_Potential_Customer
516,517,410218,Female,181940,Post Doctoral Degree,53,Corporate_Lawyer,1,0,1,0,28,23,1,0,1,0.19,0.61,Non_Premium_Customer,Prospect_Potential_Customer
517,518,410218,Female,145161,Post Doctoral Degree,38,Management_Consultant,0,1,1,1,6,4,0,0,1,0.72,0.38,Premium_Customer,Prospect_Potential_Customer
518,519,410218,Male,151329,Master's Degree,41,Blockchain_Developer,1,1,1,1,29,27,1,0,1,0.28,0.84,Non_Premium_Customer,Prospect_Potential_Customer
519,520,410218,Male,118168,Master's Degree,33,Corporate_Lawyer,1,0,0,0,14,13,1,0,1,0.61,0.4,Non_Potential_Customer,Prospect_Non_Potential_Customer
520,521,410206,Female,39493,Post Doctoral Degree,29,Investment Banker,1,1,1,0,6,21,1,0,1,0.63,0.52,Non_Premium_Customer,Prospect_Potential_Customer
521,522,410206,Female,187640,Master's Degree,56,Full_Stack_Software_Developer,1,1,1,1,15,27,0,0,1,0.43,0.57,Non_Premium_Customer,Prospect_Potential_Customer
522,523,410206,Male,54970,Post Doctoral Degree,44,Investment Banker,1,1,1,0,10,17,0,0,1,0.42,0.74,Non_Premium_Customer,Prospect_Potential_Customer
523,524,410206,Male,66191,Bachelor's Degree,25,Full_Stack_Software_Developer,1,1,1,0,8,23,1,0,1,0.77,0.48,Premium_Customer,Prospect_Potential_Customer
524,525,410206,Male,96879,Post Doctoral Degree,59,Corporate_Lawyer,0,1,0,1,9,6,1,0,1,0.21,0.74,Non_Premium_Customer,Prospect_Potential_Customer
525,526,410206,Male,124851,Bachelor's Degree,30,Machine_Learning_Expert,0,1,0,1,22,22,0,0,1,0.69,0.62,Potential_Customer,Prospect_Potential_Customer
526,527,410206,Female,96370,Master's Degree,47,Management_Consultant,1,0,0,1,22,13,1,0,1,0.43,0.67,Non_Premium_Customer,Prospect_Potential_Customer
527,528,410206,Female,49785,Post Doctoral Degree,46,Data_Scientist,0,0,0,0,30,15,1,1,0,0.51,0.56,Non_Premium_Customer,Prospect_Potential_Customer
528,529,410206,Male,75075,Bachelor's Degree,51,Management_Consultant,0,1,0,0,9,18,0,0,1,0.53,0.39,Non_Potential_Customer,Prospect_Non_Potential_Customer
529,530,410206,Male,42570,Post Doctoral Degree,38,Investment Banker,1,1,0,1,7,12,0,0,1,0.41,0.71,Non_Premium_Customer,Prospect_Potential_Customer
530,531,421204,Male,41079,Post Doctoral Degree,39,Corporate_Lawyer,1,1,0,0,17,27,1,0,1,0.36,0.62,Non_Premium_Customer,Prospect_Potential_Customer
531,532,421204,Male,150467,Bachelor's Degree,42,Management_Consultant,0,1,1,1,3,29,1,0,1,0.4,0.6,Non_Premium_Customer,Prospect_Potential_Customer
532,533,421204,Male,37739,Bachelor's Degree,43,Corporate_Lawyer,0,1,0,1,16,5,1,0,1,0.32,0.62,Non_Premium_Customer,Prospect_Potential_Customer
533,534,421204,Male,194752,Master's Degree,34,Corporate_Lawyer,0,0,0,1,16,9,0,0,1,0.43,0.57,Non_Premium_Customer,Prospect_Potential_Customer
534,535,421204,Male,87670,Post Doctoral Degree,43,Machine_Learning_Expert,1,0,0,0,13,9,1,0,1,0.66,0.3,Premium_Customer,Prospect_Potential_Customer
535,536,421204,Male,138589,Master's Degree,59,Investment Banker,0,1,1,1,22,29,0,0,1,0.43,0.57,Non_Premium_Customer,Prospect_Potential_Customer
536,537,421204,Female,33361,Master's Degree,36,Blockchain_Developer,1,1,1,1,26,3,1,1,0,0.37,0.58,Non_Premium_Customer,Prospect_Potential_Customer
537,538,421204,Male,105106,Master's Degree,26,Investment Banker,1,0,1,1,6,29,1,0,1,0.58,0.62,Non_Premium_Customer,Prospect_Potential_Customer
538,539,421204,Female,152801,Master's Degree,53,Investment Banker,1,0,0,0,19,29,1,0,1,0.55,0.47,Non_Potential_Customer,Prospect_Non_Potential_Customer
539,540,421204,Female,131836,Master's Degree,49,Data_Scientist,0,0,1,1,29,15,1,0,1,0.44,0.44,Non_Potential_Customer,Prospect_Non_Potential_Customer
540,541,421306,Male,47188,Post Doctoral Degree,57,Corporate_Lawyer,1,1,0,0,5,12,0,0,1,0.34,0.57,Non_Premium_Customer,Prospect_Potential_Customer
541,542,421306,Male,59882,Master's Degree,35,Investment Banker,0,1,1,1,23,10,1,0,1,0.39,0.62,Non_Premium_Customer,Prospect_Potential_Customer
542,543,421306,Female,132954,Bachelor's Degree,49,Full_Stack_Software_Developer,0,1,0,0,10,27,0,1,0,0.66,0.43,Premium_Customer,Prospect_Potential_Customer
543,544,421306,Male,177386,Master's Degree,40,Management_Consultant,0,1,0,0,23,28,1,1,0,0.34,0.53,Non_Premium_Customer,Prospect_Potential_Customer
544,545,421306,Female,130007,Bachelor's Degree,42,Management_Consultant,0,0,0,1,29,7,0,0,1,0.54,0.62,Non_Premium_Customer,Prospect_Potential_Customer
545,546,421306,Female,133860,Post Doctoral Degree,36,Full_Stack_Software_Developer,0,0,1,0,3,30,0,0,1,0.63,0.54,Non_Premium_Customer,Prospect_Potential_Customer
546,547,421306,Female,56084,Post Doctoral Degree,47,Product_Manager,1,0,0,0,6,15,0,0,1,0.47,0.47,Non_Potential_Customer,Prospect_Non_Potential_Customer
547,548,421306,Male,38754,Post Doctoral Degree,29,Full_Stack_Software_Developer,1,1,0,0,27,27,0,0,1,0.51,0.66,Non_Premium_Customer,Prospect_Potential_Customer
548,549,421306,Female,125449,Master's Degree,55,Investment Banker,0,1,1,0,16,7,1,0,1,0.38,0.5,Non_Premium_Customer,Prospect_Potential_Customer
549,550,421306,Male,117441,Master's Degree,51,Data_Scientist,1,1,1,1,6,9,0,0,1,0.32,0.55,Non_Premium_Customer,Prospect_Potential_Customer
550,551,401202,Female,91785,Post Doctoral Degree,31,Machine_Learning_Expert,0,1,1,1,19,17,1,1,0,0.81,0.47,Premium_Customer,Prospect_Potential_Customer
551,552,401202,Male,186259,Master's Degree,43,Blockchain_Developer,1,1,0,1,11,7,1,0,1,0.33,0.74,Non_Premium_Customer,Prospect_Potential_Customer
552,553,401202,Female,166135,Post Doctoral Degree,40,Data_Scientist,1,0,0,1,23,7,1,0,1,0.38,0.62,Non_Premium_Customer,Prospect_Potential_Customer
553,554,401202,Male,65229,Master's Degree,54,Product_Manager,0,1,0,0,27,24,0,0,1,0.6,0.59,Non_Premium_Customer,Prospect_Potential_Customer
554,555,401202,Male,153010,Post Doctoral Degree,53,Product_Manager,1,1,1,0,7,23,0,0,1,0.34,0.59,Non_Premium_Customer,Prospect_Potential_Customer
555,556,401202,Female,59545,Post Doctoral Degree,49,Corporate_Lawyer,0,1,0,1,3,27,1,0,1,0.53,0.57,Non_Premium_Customer,Prospect_Potential_Customer
556,557,401202,Male,81673,Master's Degree,54,Machine_Learning_Expert,0,0,1,0,12,27,0,1,0,0.65,0.52,Non_Premium_Customer,Prospect_Potential_Customer
557,558,401202,Female,115491,Bachelor's Degree,55,Investment Banker,0,0,1,1,29,18,0,0,1,0.55,0.34,Non_Potential_Customer,Prospect_Non_Potential_Customer
558,559,401202,Female,185853,Master's Degree,50,Blockchain_Developer,1,1,0,1,17,13,1,0,1,0.38,0.57,Non_Premium_Customer,Prospect_Potential_Customer
559,560,401202,Female,151695,Bachelor's Degree,49,Full_Stack_Software_Developer,1,1,1,0,2,17,1,1,0,0.67,0.3,Premium_Customer,Prospect_Potential_Customer
560,561,421302,Male,128298,Master's Degree,38,Full_Stack_Software_Developer,0,0,1,1,4,10,1,1,0,0.68,0.41,Premium_Customer,Prospect_Potential_Customer
561,562,421302,Female,75495,Post Doctoral Degree,29,Machine_Learning_Expert,0,0,1,0,24,7,1,0,1,0.78,0.59,Potential_Customer,Prospect_Potential_Customer
562,563,421302,Male,106474,Bachelor's Degree,31,Blockchain_Developer,0,0,1,1,6,30,1,0,1,0.39,0.55,Non_Premium_Customer,Prospect_Potential_Customer
563,564,421302,Female,67026,Bachelor's Degree,47,Management_Consultant,0,0,1,1,26,22,1,0,1,0.5,0.41,Non_Potential_Customer,Prospect_Non_Potential_Customer
564,565,421302,Male,180756,Post Doctoral Degree,42,Management_Consultant,0,0,0,0,8,23,1,0,1,0.53,0.29,Non_Potential_Customer,Prospect_Non_Potential_Customer
565,566,421302,Female,119910,Post Doctoral Degree,29,Data_Scientist,1,1,0,0,15,6,1,1,0,0.71,0.49,Potential_Customer,Prospect_Potential_Customer
566,567,421302,Male,185829,Bachelor's Degree,59,Management_Consultant,1,1,1,0,1,29,0,0,1,0.48,0.53,Non_Premium_Customer,Prospect_Potential_Customer
567,568,421302,Male,168945,Post Doctoral Degree,30,Machine_Learning_Expert,0,0,1,1,13,23,1,0,1,0.71,0.38,Premium_Customer,Prospect_Potential_Customer
568,569,421302,Male,121953,Bachelor's Degree,36,Full_Stack_Software_Developer,0,1,1,1,21,3,1,0,1,0.34,0.68,Non_Premium_Customer,Prospect_Potential_Customer
569,570,421302,Female,68122,Master's Degree,37,Blockchain_Developer,0,0,0,0,30,27,1,1,0,0.46,0.72,Non_Premium_Customer,Prospect_Potential_Customer
570,571,421503,Male,173570,Post Doctoral Degree,52,Product_Manager,0,1,1,0,21,24,1,0,1,0.33,0.68,Non_Premium_Customer,Prospect_Potential_Customer
571,572,421503,Male,89889,Master's Degree,40,Management_Consultant,0,1,0,0,9,13,1,0,1,0.54,0.5,Non_Premium_Customer,Prospect_Potential_Customer
572,573,421503,Male,54829,Bachelor's Degree,50,Full_Stack_Software_Developer,0,0,0,1,2,1,0,0,1,0.52,0.51,Non_Premium_Customer,Prospect_Potential_Customer
573,574,421503,Female,31642,Master's Degree,25,Full_Stack_Software_Developer,1,0,1,0,25,20,0,0,1,0.47,0.61,Non_Premium_Customer,Prospect_Potential_Customer
574,575,421503,Female,152190,Master's Degree,40,Investment Banker,0,0,0,0,2,14,0,0,1,0.61,0.38,Non_Potential_Customer,Prospect_Non_Potential_Customer
575,576,421503,Male,172788,Post Doctoral Degree,35,Product_Manager,1,1,1,1,22,3,1,1,0,0.54,0.68,Non_Premium_Customer,Prospect_Potential_Customer
576,577,421503,Female,103926,Master's Degree,42,Blockchain_Developer,1,1,1,1,27,10,0,0,1,0.34,0.52,Non_Premium_Customer,Prospect_Potential_Customer
577,578,421503,Male,34619,Master's Degree,32,Data_Scientist,0,1,0,0,20,20,1,0,1,0.54,0.53,Non_Premium_Customer,Prospect_Potential_Customer
578,579,421503,Female,171315,Master's Degree,44,Management_Consultant,0,0,0,1,21,20,1,1,0,0.3,0.45,Non_Potential_Customer,Prospect_Non_Potential_Customer
579,580,421503,Female,172280,Post Doctoral Degree,54,Machine_Learning_Expert,1,1,0,0,2,14,0,0,1,0.47,0.5,Non_Premium_Customer,Prospect_Potential_Customer
580,581,421201,Female,191217,Post Doctoral Degree,37,Management_Consultant,1,1,0,0,23,8,0,0,1,0.45,0.63,Non_Premium_Customer,Prospect_Potential_Customer
581,582,421201,Male,58857,Bachelor's Degree,26,Management_Consultant,0,1,1,1,26,9,1,1,0,0.48,0.52,Non_Premium_Customer,Prospect_Potential_Customer
582,583,421201,Female,39874,Bachelor's Degree,50,Blockchain_Developer,0,1,1,1,5,12,0,0,1,0.55,0.39,Non_Potential_Customer,Prospect_Non_Potential_Customer
583,584,421201,Male,184415,Post Doctoral Degree,45,Product_Manager,1,1,0,1,8,8,0,0,1,0.54,0.53,Non_Premium_Customer,Prospect_Potential_Customer
584,585,421201,Female,91904,Master's Degree,35,Corporate_Lawyer,1,0,1,1,7,17,1,0,1,0.58,0.59,Non_Premium_Customer,Prospect_Potential_Customer
585,586,421201,Male,59754,Post Doctoral Degree,43,Investment Banker,0,1,1,0,5,28,0,1,0,0.46,0.66,Non_Premium_Customer,Prospect_Potential_Customer
586,587,421201,Female,120839,Bachelor's Degree,58,Full_Stack_Software_Developer,0,1,0,1,29,18,1,0,1,0.42,0.65,Non_Premium_Customer,Prospect_Potential_Customer
587,588,421201,Male,145534,Post Doctoral Degree,56,Machine_Learning_Expert,0,0,1,0,18,29,1,0,1,0.35,0.62,Non_Premium_Customer,Prospect_Potential_Customer
588,589,421201,Female,151084,Bachelor's Degree,46,Blockchain_Developer,1,1,1,0,26,14,0,0,1,0.42,0.6,Non_Premium_Customer,Prospect_Potential_Customer
589,590,421201,Female,171056,Bachelor's Degree,28,Product_Manager,1,1,1,1,14,3,0,0,1,0.61,0.62,Non_Premium_Customer,Prospect_Potential_Customer
590,591,401203,Male,109165,Master's Degree,39,Full_Stack_Software_Developer,1,1,0,1,26,4,0,0,1,0.47,0.64,Non_Premium_Customer,Prospect_Potential_Customer
591,592,401203,Male,174619,Bachelor's Degree,53,Data_Scientist,0,1,1,1,25,27,1,0,1,0.33,0.58,Non_Premium_Customer,Prospect_Potential_Customer
592,593,401203,Male,41448,Post Doctoral Degree,57,Data_Scientist,0,1,0,1,26,25,1,0,1,0.23,0.82,Non_Premium_Customer,Prospect_Potential_Customer
593,594,401203,Male,144457,Bachelor's Degree,24,Corporate_Lawyer,0,0,0,0,8,18,0,0,1,0.77,0.37,Premium_Customer,Prospect_Potential_Customer
594,595,401203,Male,198679,Master's Degree,53,Corporate_Lawyer,1,0,1,0,4,16,1,0,1,0.33,0.48,Non_Potential_Customer,Prospect_Non_Potential_Customer
595,596,401203,Female,48494,Post Doctoral Degree,43,Corporate_Lawyer,0,1,0,1,11,5,1,1,0,0.49,0.63,Non_Premium_Customer,Prospect_Potential_Customer
596,597,401203,Male,125556,Post Doctoral Degree,39,Data_Scientist,1,1,0,1,27,2,0,0,1,0.45,0.57,Non_Premium_Customer,Prospect_Potential_Customer
597,598,401203,Female,174722,Post Doctoral Degree,30,Full_Stack_Software_Developer,1,0,0,1,1,22,0,0,1,0.7,0.4,Premium_Customer,Prospect_Potential_Customer
598,599,401203,Female,47681,Bachelor's Degree,26,Corporate_Lawyer,0,1,1,0,10,21,0,0,1,0.53,0.66,Non_Premium_Customer,Prospect_Potential_Customer
599,600,401203,Female,45984,Master's Degree,29,Corporate_Lawyer,1,0,0,0,2,3,0,0,1,0.5,0.52,Non_Premium_Customer,Prospect_Potential_Customer
600,601,421501,Male,153529,Bachelor's Degree,56,Full_Stack_Software_Developer,0,1,0,1,25,28,1,0,1,0.39,0.89,Non_Premium_Customer,Prospect_Potential_Customer
601,602,421501,Female,62221,Master's Degree,50,Data_Scientist,0,1,0,1,23,17,1,1,0,0.44,0.57,Non_Premium_Customer,Prospect_Potential_Customer
602,603,421501,Male,46310,Master's Degree,29,Blockchain_Developer,1,0,0,1,19,14,0,0,1,0.57,0.6,Non_Premium_Customer,Prospect_Potential_Customer
603,604,421501,Female,105367,Post Doctoral Degree,44,Blockchain_Developer,1,1,1,0,28,25,1,0,1,0.33,0.78,Non_Premium_Customer,Prospect_Potential_Customer
604,605,421501,Female,68563,Master's Degree,44,Management_Consultant,0,0,0,1,26,17,1,1,0,0.46,0.45,Non_Potential_Customer,Prospect_Non_Potential_Customer
605,606,421501,Male,52562,Bachelor's Degree,40,Management_Consultant,1,0,0,1,30,26,0,0,1,0.49,0.65,Non_Premium_Customer,Prospect_Potential_Customer
606,607,421501,Male,190854,Master's Degree,29,Data_Scientist,1,1,0,0,23,15,1,1,0,0.82,0.48,Premium_Customer,Prospect_Potential_Customer
607,608,421501,Male,109273,Post Doctoral Degree,58,Data_Scientist,1,0,1,0,13,26,0,0,1,0.27,0.58,Non_Premium_Customer,Prospect_Potential_Customer
608,609,421501,Female,38107,Bachelor's Degree,25,Corporate_Lawyer,0,0,1,1,8,12,0,0,1,0.6,0.51,Non_Premium_Customer,Prospect_Potential_Customer
609,610,421501,Male,187338,Bachelor's Degree,43,Blockchain_Developer,0,0,1,1,27,21,0,0,1,0.4,0.2,Non_Potential_Customer,Prospect_Non_Potential_Customer
610,611,421301,Female,81548,Master's Degree,53,Corporate_Lawyer,1,0,0,0,18,1,0,0,1,0.45,0.65,Non_Premium_Customer,Prospect_Potential_Customer
611,612,421301,Male,62569,Master's Degree,42,Product_Manager,1,0,0,0,18,22,1,1,0,0.57,0.39,Non_Potential_Customer,Prospect_Non_Potential_Customer
612,613,421301,Male,38155,Post Doctoral Degree,29,Corporate_Lawyer,1,0,1,0,6,23,0,0,1,0.6,0.53,Non_Premium_Customer,Prospect_Potential_Customer
613,614,421301,Male,80928,Master's Degree,32,Machine_Learning_Expert,1,0,0,1,29,25,0,0,1,0.46,0.68,Non_Premium_Customer,Prospect_Potential_Customer
614,615,421301,Male,110778,Bachelor's Degree,28,Product_Manager,0,1,1,1,27,7,0,0,1,0.61,0.54,Non_Premium_Customer,Prospect_Potential_Customer
615,616,421301,Female,91706,Bachelor's Degree,51,Investment Banker,1,1,0,1,22,8,0,0,1,0.61,0.58,Non_Premium_Customer,Prospect_Potential_Customer
616,617,421301,Female,131762,Bachelor's Degree,59,Management_Consultant,1,1,0,1,20,17,1,0,1,0.28,0.6,Non_Premium_Customer,Prospect_Potential_Customer
617,618,421301,Male,195765,Post Doctoral Degree,43,Blockchain_Developer,0,1,0,1,18,2,1,0,1,0.49,0.65,Non_Premium_Customer,Prospect_Potential_Customer
618,619,421301,Female,187942,Post Doctoral Degree,43,Machine_Learning_Expert,0,0,1,0,12,10,1,1,0,0.63,0.33,Non_Potential_Customer,Prospect_Non_Potential_Customer
619,620,421301,Female,108491,Post Doctoral Degree,27,Machine_Learning_Expert,0,0,0,0,1,24,1,1,0,0.82,0.25,Premium_Customer,Prospect_Potential_Customer
620,621,410203,Male,150561,Bachelor's Degree,59,Investment Banker,1,1,0,1,16,15,0,1,0,0.43,0.8,Non_Premium_Customer,Prospect_Potential_Customer
621,622,410203,Male,112475,Bachelor's Degree,48,Product_Manager,0,0,0,1,15,25,1,1,0,0.61,0.38,Non_Potential_Customer,Prospect_Non_Potential_Customer
622,623,410203,Male,85824,Bachelor's Degree,30,Investment Banker,1,1,1,0,2,10,1,0,1,0.65,0.41,Non_Potential_Customer,Prospect_Non_Potential_Customer
623,624,410203,Female,197336,Master's Degree,34,Full_Stack_Software_Developer,0,0,0,1,14,10,0,0,1,0.7,0.24,Premium_Customer,Prospect_Potential_Customer
624,625,410203,Male,139866,Master's Degree,54,Product_Manager,1,0,1,1,9,13,1,1,0,0.4,0.48,Non_Potential_Customer,Prospect_Non_Potential_Customer
625,626,410203,Female,61969,Bachelor's Degree,38,Blockchain_Developer,0,0,1,0,10,27,0,0,1,0.52,0.46,Non_Potential_Customer,Prospect_Non_Potential_Customer
626,627,410203,Female,40808,Post Doctoral Degree,29,Corporate_Lawyer,1,1,1,0,21,29,0,0,1,0.43,0.61,Non_Premium_Customer,Prospect_Potential_Customer
627,628,410203,Female,32642,Master's Degree,55,Management_Consultant,0,1,1,0,20,24,0,0,1,0.61,0.53,Non_Premium_Customer,Prospect_Potential_Customer
628,629,410203,Male,123740,Master's Degree,44,Blockchain_Developer,1,1,0,0,25,11,1,0,1,0.41,0.59,Non_Premium_Customer,Prospect_Potential_Customer
629,630,410203,Female,173634,Bachelor's Degree,30,Investment Banker,1,0,1,0,5,23,0,1,0,0.67,0.5,Potential_Customer,Prospect_Potential_Customer
630,631,411019,Female,125874,Master's Degree,33,Investment Banker,0,0,0,1,9,18,1,1,0,0.62,0.4,Non_Potential_Customer,Prospect_Non_Potential_Customer
631,632,411019,Male,132189,Post Doctoral Degree,48,Management_Consultant,0,0,1,0,3,20,0,1,0,0.54,0.34,Non_Potential_Customer,Prospect_Non_Potential_Customer
632,633,411019,Male,196328,Bachelor's Degree,49,Investment Banker,1,1,1,0,25,15,0,1,0,0.55,0.5,Non_Premium_Customer,Prospect_Potential_Customer
633,634,411019,Female,167554,Bachelor's Degree,56,Product_Manager,0,0,1,1,20,16,0,0,1,0.55,0.3,Non_Potential_Customer,Prospect_Non_Potential_Customer
634,635,411019,Male,101037,Post Doctoral Degree,52,Product_Manager,0,1,1,0,25,19,1,0,1,0.18,0.61,Non_Premium_Customer,Prospect_Potential_Customer
635,636,411019,Male,123111,Post Doctoral Degree,33,Investment Banker,0,0,0,0,28,24,1,1,0,0.59,0.52,Non_Premium_Customer,Prospect_Potential_Customer
636,637,411019,Male,129690,Master's Degree,60,Machine_Learning_Expert,0,0,0,0,25,29,0,0,1,0.49,0.49,Non_Premium_Customer,Prospect_Potential_Customer
637,638,411019,Female,148967,Bachelor's Degree,40,Investment Banker,1,0,1,0,7,1,0,1,0,0.41,0.58,Non_Premium_Customer,Prospect_Potential_Customer
638,639,411019,Male,110588,Post Doctoral Degree,33,Data_Scientist,1,0,1,1,21,5,0,0,1,0.7,0.58,Potential_Customer,Prospect_Potential_Customer
639,640,411019,Male,39408,Post Doctoral Degree,27,Product_Manager,1,1,0,0,17,29,1,0,1,0.61,0.52,Non_Premium_Customer,Prospect_Potential_Customer
640,641,411012,Female,106403,Master's Degree,41,Data_Scientist,0,1,1,0,25,19,0,0,1,0.4,0.51,Non_Premium_Customer,Prospect_Potential_Customer
641,642,411012,Male,99978,Bachelor's Degree,25,Product_Manager,0,1,0,0,26,19,0,1,0,0.68,0.59,Potential_Customer,Prospect_Potential_Customer
642,643,411012,Male,140289,Master's Degree,43,Data_Scientist,1,1,0,1,7,21,1,0,1,0.23,0.69,Non_Premium_Customer,Prospect_Potential_Customer
643,644,411012,Female,33786,Master's Degree,36,Management_Consultant,0,1,0,1,27,3,1,0,1,0.51,0.62,Non_Premium_Customer,Prospect_Potential_Customer
644,645,411012,Female,127263,Post Doctoral Degree,35,Data_Scientist,1,1,0,0,14,19,0,0,1,0.44,0.51,Non_Premium_Customer,Prospect_Potential_Customer
645,646,411012,Male,106981,Bachelor's Degree,25,Full_Stack_Software_Developer,1,1,1,1,13,26,0,1,0,0.74,0.44,Premium_Customer,Prospect_Potential_Customer
646,647,411012,Female,50577,Bachelor's Degree,44,Full_Stack_Software_Developer,0,0,1,0,25,22,1,0,1,0.43,0.47,Non_Potential_Customer,Prospect_Non_Potential_Customer
647,648,411012,Female,192048,Master's Degree,25,Product_Manager,0,1,0,0,13,20,1,0,1,0.64,0.34,Non_Potential_Customer,Prospect_Non_Potential_Customer
648,649,411012,Male,70578,Master's Degree,58,Full_Stack_Software_Developer,0,0,1,0,16,14,1,0,1,0.5,0.44,Non_Potential_Customer,Prospect_Non_Potential_Customer
649,650,411012,Female,182225,Post Doctoral Degree,55,Full_Stack_Software_Developer,1,0,1,1,30,18,1,0,1,0.27,0.66,Non_Premium_Customer,Prospect_Potential_Customer
650,651,411048,Female,193722,Bachelor's Degree,52,Corporate_Lawyer,1,0,1,1,20,1,0,1,0,0.51,0.57,Non_Premium_Customer,Prospect_Potential_Customer
651,652,411048,Male,55296,Post Doctoral Degree,25,Investment Banker,1,0,1,0,16,5,1,0,1,0.5,0.72,Non_Premium_Customer,Prospect_Potential_Customer
